Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
48,2.0,0.0,691.0,8.0,95.0,3882.0,0.0,5994.578989686633,5994.578989686633,0.0,344.8932237625122,,,,,,,,,,,,,,,,2855.9057150097574,1794.2255053976805,5728.996943704407,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,775.0,9.0,84.0,3966.0,0.0,5944.294405372259,5944.294405372259,0.0,351.0208320617676,,,,,,,,,,,,,,,,2799.6551887325045,1689.4952546844384,5714.838207726456,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,945.0,10.0,170.0,4136.0,0.0,17992.056990304256,17992.056990304256,0.0,363.37301111221313,,,,,,,,,,,,,,,,8824.1769252327,5413.152404722162,16508.455368383085,89.82367941176472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,1004.0,11.0,59.0,4195.0,0.0,4890.33925571685,4890.33925571685,0.0,367.803927898407,,,,,,,,,,,,,,,,2009.6110425101285,1368.7404613027732,4776.548752961714,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,1058.0,12.0,54.0,4249.0,0.0,4701.324654907832,4701.324654907832,0.0,371.9453110694885,,,,,,,,,,,,,,,,1933.249871805163,1350.8525417957069,4601.530692522878,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,1208.0,13.0,150.0,4399.0,0.0,16555.6030534749,16555.6030534749,0.0,382.58548283576965,,,,,,,,,,,,,,,,8038.372836519364,4735.128356759895,15365.212340337339,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,1278.0,14.0,70.0,4469.0,0.0,4312.499057520379,4312.499057520379,0.0,387.8262948989868,,,,,,,,,,,,,,,,1557.323738846651,1152.9576517142916,4207.694089891004,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,1445.0,15.0,167.0,4636.0,0.0,17382.99123143615,17382.99123143615,0.0,399.57204008102417,,,,,,,,,,,,,,,,8412.85457481727,4684.69803105978,15994.03855599767,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,1523.0,16.0,78.0,4714.0,0.0,5535.26982549645,5535.26982549645,0.0,405.36791920661926,,,,,,,,,,,,,,,,2328.54346927026,1556.9928807944702,5359.002437330701,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,1547.0,17.0,24.0,4738.0,0.0,2569.6875419995904,2569.6875419995904,0.0,407.4565246105194,,,,,,,,,,,,,,,,1088.7733521234961,815.858491470068,2546.1030846332606,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,1637.0,18.0,90.0,4828.0,0.0,10593.82212071194,10593.82212071194,0.0,414.11837339401245,,,,,,,,,,,,,,,,4922.030074935674,3064.7771570841896,10161.000414382112,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,1716.0,19.0,79.0,4907.0,0.0,7962.770071968102,7962.770071968102,0.0,420.0225236415863,,,,,,,,,,,,,,,,2955.5206098924905,2473.0663257665105,7737.0209647513475,-0.3590402036759064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,1753.0,20.0,37.0,4944.0,0.0,5164.416332198522,5164.416332198522,0.0,423.2408950328827,,,,,,,,,,,,,,,,1994.7236364798246,1710.7926766098274,5095.707264913683,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,63.0,1.0,63.0,5007.0,0.0,4072.900027437634,4072.900027437634,0.0,460.9905848503113,,,,,,,,,,,,,,,,1353.663348877473,1057.7011162294,3991.6108473056584,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,132.0,2.0,69.0,5076.0,0.0,6731.554733734654,6731.554733734654,0.0,466.13744354248047,,,,,,,,,,,,,,,,2812.8980668343806,1953.9532529944333,6544.008775898981,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,201.0,3.0,69.0,5145.0,0.0,5585.6311331227835,5585.6311331227835,0.0,471.2289981842041,,,,,,,,,,,,,,,,2721.3598701446513,1686.396645287927,5403.260562645443,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,251.0,4.0,50.0,5195.0,0.0,4230.281701435797,4230.281701435797,0.0,475.0654389858246,,,,,,,,,,,,,,,,1576.0942990493468,1280.233217998252,4155.632619102431,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,319.0,5.0,68.0,5263.0,0.0,4877.965497611288,4877.965497611288,0.0,480.317875623703,,,,,,,,,,,,,,,,1742.7975464016718,1390.93513704627,4764.219483939914,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,434.0,6.0,115.0,5378.0,0.0,11347.43795975608,11347.43795975608,0.0,488.49710750579834,,,,,,,,,,,,,,,,5391.902383638412,2988.5766651247923,10738.107292930594,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,483.0,7.0,49.0,5427.0,0.0,4405.08295626019,4405.08295626019,0.0,492.2526412010193,,,,,,,,,,,,,,,,2111.7921803686004,1215.3380012512032,4305.911050472601,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,521.0,8.0,38.0,5465.0,0.0,1683.1667671063442,1683.1667671063442,0.0,495.41391825675964,,,,,,,,,,,,,,,,739.3475311014109,583.3409996667658,1656.728289213704,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,699.0,9.0,178.0,5643.0,0.0,20467.37236614326,20467.37236614326,0.0,507.8747925758362,,,,,,,,,,,,,,,,10555.856358308465,5917.578810610459,18607.036971335696,150.18007528089888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,712.0,10.0,13.0,5656.0,0.0,354.2845005272304,354.2845005272304,0.0,509.23061203956604,,,,,,,,,,,,,,,,116.37333205511328,111.50357665097162,353.12477198249644,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,794.0,11.0,82.0,5738.0,0.0,5969.523681180827,5969.523681180827,0.0,515.2568316459656,,,,,,,,,,,,,,,,2606.488493523607,1589.6704194856047,5761.553177889783,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,858.0,12.0,64.0,5802.0,0.0,4807.469761059729,4807.469761059729,0.0,520.5611753463745,,,,,,,,,,,,,,,,2160.8018001038604,1223.1817443703223,4673.8522981512315,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,905.0,13.0,47.0,5849.0,0.0,4084.0032845854475,4084.0032845854475,0.0,524.1824080944061,,,,,,,,,,,,,,,,1394.0305698503198,1202.110481627518,4022.5063541566374,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,1024.0,14.0,119.0,5968.0,0.0,12703.623322535594,12703.623322535594,0.0,532.6941609382629,,,,,,,,,,,,,,,,6304.035713009656,3735.6490052854147,11965.40848116862,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,1060.0,15.0,36.0,6004.0,0.0,3143.0120492813735,3143.0120492813735,0.0,535.6643533706665,,,,,,,,,,,,,,,,1223.7852103861464,921.7283105948035,3102.0578395470193,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
