Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
62,3.0,0.0,33.0,2.0,14.0,1111.0,0.0,1063.1074596946903,1063.1074596946903,0.0,142.31130146980286,,,,,,,,,,,,,,,,385.40647711148665,347.8440273714839,1058.7705395546845,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,51.0,3.0,18.0,1129.0,0.0,1392.046587001439,1392.046587001439,0.0,144.0091154575348,,,,,,,,,,,,,,,,539.1420562140501,420.91239060430036,1383.7257557453318,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,65.0,4.0,14.0,1143.0,0.0,1029.8740646011504,1029.8740646011504,0.0,145.41017293930054,,,,,,,,,,,,,,,,331.5880192975415,324.4968774976778,1026.258090421406,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,84.0,5.0,19.0,1162.0,0.0,1447.792558851492,1447.792558851492,0.0,147.1598961353302,,,,,,,,,,,,,,,,440.43691663589965,462.3492485375269,1440.8651225579679,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,103.0,6.0,19.0,1181.0,0.0,1882.4659261993927,1882.4659261993927,0.0,148.93458199501038,,,,,,,,,,,,,,,,769.7525979666701,632.9906545723591,1869.7103371752014,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,116.0,7.0,13.0,1194.0,0.0,650.6550117169563,650.6550117169563,0.0,150.26343321800232,,,,,,,,,,,,,,,,242.6499151286671,225.74418756510082,648.1487115318153,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,128.0,8.0,12.0,1206.0,0.0,685.998755074286,685.998755074286,0.0,151.62201833724976,,,,,,,,,,,,,,,,193.91069598604042,235.3704837442672,684.3561829053589,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,142.0,9.0,14.0,1220.0,0.0,1271.3292965026708,1271.3292965026708,0.0,153.0199272632599,,,,,,,,,,,,,,,,532.8988959217844,456.98931014586077,1265.133845805572,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,165.0,10.0,23.0,1243.0,0.0,811.7814373673954,811.7814373673954,0.0,155.04293966293335,,,,,,,,,,,,,,,,335.28066344673306,227.65486223589497,804.8748569650858,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,178.0,11.0,13.0,1256.0,0.0,792.3825966309444,792.3825966309444,0.0,156.64989924430847,,,,,,,,,,,,,,,,233.599227876626,250.34648933288446,790.1359426111594,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,199.0,12.0,21.0,1277.0,0.0,2196.4304651296634,2196.4304651296634,0.0,158.53571796417236,,,,,,,,,,,,,,,,902.5916513189281,700.7079039582292,2179.6556961481147,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,212.0,13.0,13.0,1290.0,0.0,992.5063065591356,992.5063065591356,0.0,159.92678952217102,,,,,,,,,,,,,,,,321.1284925924835,313.35845625990606,989.3209571125458,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,227.0,14.0,15.0,1305.0,0.0,1116.79145368099,1116.79145368099,0.0,161.52249145507812,,,,,,,,,,,,,,,,426.011671343014,382.4915514453455,1111.512791402247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,242.0,15.0,15.0,1320.0,0.0,993.0033343342471,993.0033343342471,0.0,163.028990983963,,,,,,,,,,,,,,,,309.09282103486584,326.3230705665913,989.3562983170411,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,256.0,16.0,14.0,1334.0,0.0,1009.4960851245381,1009.4960851245381,0.0,164.58661222457886,,,,,,,,,,,,,,,,330.08073544574523,311.0511531297792,1005.8808356639618,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,270.0,17.0,14.0,1348.0,0.0,671.5237639435135,671.5237639435135,0.0,166.04288506507874,,,,,,,,,,,,,,,,179.12860489340233,223.83637544227986,669.68564912413,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,293.0,18.0,23.0,1371.0,0.0,1471.8333004542892,1471.8333004542892,0.0,168.0058467388153,,,,,,,,,,,,,,,,596.5093417468006,431.8110989716227,1459.5731587528653,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,310.0,19.0,17.0,1388.0,0.0,934.9432593349948,934.9432593349948,0.0,169.7051773071289,,,,,,,,,,,,,,,,354.3888574656175,318.5988459582289,929.8484972553348,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,324.0,20.0,14.0,1402.0,0.0,1203.603681665558,1203.603681665558,0.0,171.15298748016357,,,,,,,,,,,,,,,,499.90032138922555,418.76459497091975,1197.8028800461552,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,20.0,1.0,20.0,1422.0,0.0,1368.1410394316165,1368.1410394316165,0.0,199.78472137451172,,,,,,,,,,,,,,,,596.3779821507976,488.91479955455924,1357.5710508394402,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
