Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
48,2.0,0.0,167.0,8.0,22.0,996.0,0.0,3168.0126546382057,3168.0126546382057,0.0,120.04685187339783,,,,,,,,,,,,,,,,1438.2394273928562,999.5248532309862,3139.5108981336966,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,182.0,9.0,15.0,1011.0,0.0,2029.1479671417685,2029.1479671417685,0.0,121.53237795829773,,,,,,,,,,,,,,,,912.5900313261822,666.6419597388693,2017.4765932651412,-0.044954990009999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,195.0,10.0,13.0,1024.0,0.0,1423.1249449267543,1423.1249449267543,0.0,123.08582377433777,,,,,,,,,,,,,,,,535.3286302334333,469.9572417061823,1417.5832559897099,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,209.0,11.0,14.0,1038.0,0.0,1883.7004602912352,1883.7004602912352,0.0,125.32786393165588,,,,,,,,,,,,,,,,778.5893568966238,619.6765805987709,1874.674884178862,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,227.0,12.0,18.0,1056.0,0.0,2189.3296228329887,2189.3296228329887,0.0,126.9839928150177,,,,,,,,,,,,,,,,1002.3608023170485,702.5369910311995,2173.460588980262,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,271.0,13.0,44.0,1100.0,0.0,4847.402951876636,4847.402951876636,0.0,130.41386032104492,,,,,,,,,,,,,,,,1740.0816104981473,1478.561259773747,4775.61497599071,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,294.0,14.0,23.0,1123.0,0.0,2619.6768526214532,2619.6768526214532,0.0,132.4016227722168,,,,,,,,,,,,,,,,1038.891419115884,870.0839674321534,2598.3807307125003,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,322.0,15.0,28.0,1151.0,0.0,3177.7946083819015,3177.7946083819015,0.0,134.77362990379333,,,,,,,,,,,,,,,,1185.2863136218698,995.8234331256667,3147.7543459464346,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,333.0,16.0,11.0,1162.0,0.0,910.5405054104706,910.5405054104706,0.0,136.11044764518738,,,,,,,,,,,,,,,,309.8872427653944,290.1235834415859,908.0397855255767,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,346.0,17.0,13.0,1175.0,0.0,1054.5500638114104,1054.5500638114104,0.0,137.5118944644928,,,,,,,,,,,,,,,,380.74910248025054,324.00324432217934,1050.6509764556229,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
